Actual Rating,Predicted Rating
5.1,6.466000000000001
6.2,5.606
7.8,5.901
6.0,5.499000000000004
2.9,6.023999999999997
5.9,5.532999999999999
7.0,5.769000000000002
8.0,5.970999999999999
4.1,6.745000000000004
5.0,6.477
3.4,5.964999999999998
5.3,5.646999999999995
4.6,5.080999999999999
7.5,5.020000000000001
6.0,5.720000000000003
6.6,6.495999999999999
7.4,6.306999999999999
6.3,6.103000000000001
3.4,4.764000000000002
7.7,5.856999999999999
6.3,6.345999999999998
6.6,7.251999999999999
6.0,5.748000000000001
4.1,6.182
7.5,6.572000000000002
2.6,5.735999999999998
5.8,7.270000000000002
5.2,6.067
6.0,5.424000000000006
4.2,4.835999999999999
8.5,6.202000000000002
4.3,5.588999999999999
4.6,5.666999999999997
7.1,6.046
7.5,6.248999999999999
5.8,6.262
5.4,5.99
5.6,5.148000000000001
5.9,4.486000000000001
6.6,5.46
6.0,4.902999999999998
8.3,6.571000000000001
4.4,5.217
6.5,6.0329999999999995
4.8,5.473500000000001
4.8,6.470999999999993
5.6,5.171000000000001
5.0,4.708000000000001
8.0,5.798999999999999
6.8,5.123999999999998
4.6,5.398
7.2,5.831000000000001
5.0,5.69
6.2,5.976
7.1,5.145999999999999
2.8,5.524999999999997
4.0,5.955000000000001
5.8,5.876000000000001
6.1,5.0760000000000005
8.6,5.946000000000003
3.7,6.098000000000002
6.0,5.179999999999999
7.3,6.015000000000004
5.1,5.124000000000003
6.6,6.482000000000002
6.5,5.942000000000002
6.6,6.619
6.5,6.447999999999999
4.4,5.712000000000002
2.8,5.820000000000002
6.2,5.897999999999999
4.3,6.370000000000001
8.9,6.171000000000001
5.3,5.474999999999998
6.6,6.663000000000002
6.9,7.255999999999998
6.6,6.123000000000001
2.6,5.650999999999999
7.3,5.3510000000000035
6.8,4.675000000000001
5.9,5.366999999999998
6.6,5.181999999999996
6.1,6.638000000000003
6.2,6.4049999999999985
6.7,5.906999999999999
4.1,5.259000000000002
7.2,6.378000000000001
6.4,5.862000000000004
6.5,6.249000000000003
2.2,5.421000000000003
7.1,5.914000000000003
5.5,5.806000000000003
3.8,5.315999999999998
7.0,5.911000000000002
4.9,5.606
7.0,6.047999999999998
7.1,5.283
6.9,5.006000000000002
4.4,5.883000000000002
6.3,6.110999999999997
6.4,5.474999999999999
5.4,6.08
5.7,3.759
5.8,6.557999999999998
7.3,6.5560000000000045
6.3,5.892000000000001
8.5,7.155999999999997
8.7,7.437000000000003
3.9,6.865000000000002
2.3,5.831999999999996
5.7,6.2970000000000015
4.7,5.315999999999998
4.2,6.12
5.4,5.827000000000002
5.3,5.894999999999998
4.2,5.726
5.4,4.922
6.5,5.163999999999998
6.5,6.109000000000004
7.6,6.260999999999999
4.4,5.434000000000002
5.8,6.021000000000003
4.6,5.659000000000001
6.8,6.402000000000002
4.5,5.446000000000001
6.5,5.911999999999998
6.8,5.215
7.0,7.006999999999997
6.9,6.148
8.0,6.337999999999997
5.6,6.2139999999999995
7.0,6.1400000000000015
3.8,5.012000000000001
4.1,4.907000000000002
5.8,5.528
4.8,6.528999999999999
6.0,5.4719999999999995
7.5,6.146000000000003
4.8,6.045
7.4,6.3959999999999955
5.5,5.789999999999999
5.1,4.923000000000002
4.7,4.6530000000000005
6.9,5.478999999999998
7.9,6.457999999999999
7.1,5.754
5.7,5.144000000000001
4.8,5.222999999999998
5.7,5.382999999999998
4.4,6.282
5.4,5.614000000000003
6.6,5.215999999999999
6.1,5.644999999999997
5.9,6.281999999999998
5.8,5.882000000000001
3.7,5.974000000000001
7.0,6.336
5.8,5.841000000000003
9.1,5.797999999999999
6.9,6.063999999999998
9.3,7.4959999999999924
4.3,5.408000000000005
5.2,6.021
5.2,5.515999999999998
7.4,5.399999999999998
3.8,5.283999999999999
3.3,4.632999999999999
7.2,6.231000000000002
4.7,5.146
5.1,5.902000000000002
3.8,5.308999999999998
7.6,6.408000000000002
6.0,6.698
5.8,5.376999999999999
6.8,6.323999999999997
3.3,5.480000000000003
6.7,6.279999999999998
7.4,5.888333333333332
7.6,6.330000000000001
6.4,6.455999999999997
5.5,7.197999999999997
7.0,5.912999999999999
4.8,5.719999999999999
4.3,5.039999999999998
5.9,5.765000000000002
6.9,5.941999999999999
6.3,6.186999999999996
3.8,4.500999999999999
2.6,4.876999999999999
4.4,5.639999999999999
6.1,5.381999999999998
7.2,6.293999999999999
4.7,5.549000000000001
8.0,5.758999999999997
5.6,4.966000000000001
5.2,6.023
6.6,6.260999999999998
6.9,5.7799999999999985
6.2,5.761000000000001
6.7,6.894000000000002
5.8,4.184000000000004
7.5,4.676000000000002
2.7,5.293000000000001
6.9,6.5850000000000035
6.1,5.924000000000004
5.0,5.513000000000002
5.1,7.363000000000004
6.8,4.637000000000002
8.8,6.957000000000004
8.6,6.714000000000002
2.8,5.729000000000001
5.8,5.835999999999999
6.9,6.073000000000003
6.9,5.33
6.1,5.193999999999997
7.4,6.029999999999996
6.8,3.6029999999999984
5.7,6.005
5.0,5.6690000000000005
7.0,6.894
6.6,6.5950000000000015
3.1,4.981000000000004
6.6,5.648000000000003
4.2,5.122999999999999
6.9,6.295999999999998
7.5,6.7429999999999986
5.1,6.0779999999999985
6.4,5.523000000000004
4.7,5.355000000000001
6.6,5.690000000000001
7.2,5.721
4.7,5.912000000000001
5.3,6.291999999999999
5.6,4.308000000000001
5.7,6.704999999999999
5.2,5.5260000000000025
6.9,6.26
8.0,6.088999999999996
7.3,6.698999999999999
5.3,5.614999999999998
4.8,4.7509999999999994
6.6,5.514000000000003
7.5,5.335999999999999
7.2,6.035000000000002
6.1,5.389000000000003
6.7,5.992000000000002
4.3,4.969999999999999
4.3,5.465999999999999
5.5,5.872000000000002
5.8,5.415
7.8,6.160999999999999
5.9,5.742000000000003
6.7,5.429000000000001
4.8,6.248999999999998
7.3,6.391999999999996
5.7,6.230000000000003
5.0,5.687000000000001
7.5,6.935000000000001
5.9,6.740999999999994
8.2,6.027999999999997
5.5,6.462000000000004
7.0,5.284
5.2,4.931000000000001
2.7,5.768000000000002
5.8,5.855000000000001
6.7,4.940999999999995
7.2,5.561
5.7,6.163000000000003
7.6,7.381999999999996
6.1,5.806999999999997
5.8,6.145999999999999
5.2,6.435999999999999
3.5,5.78
5.4,4.842999999999998
6.3,5.2950000000000035
6.5,7.635
6.2,5.371999999999998
7.6,5.879999999999999
4.4,4.731000000000001
5.6,6.620999999999994
7.4,5.981999999999995
4.0,4.777000000000004
4.8,6.073999999999997
8.1,7.523
4.8,5.392
3.9,5.542000000000005
3.9,5.671999999999998
6.1,6.904999999999997
7.5,6.8400000000000025
3.2,5.506999999999998
7.7,6.227
5.2,5.128550000000002
5.4,5.440999999999998
7.9,6.907000000000003
7.0,6.181
4.5,5.513000000000001
3.3,5.128999999999998
6.6,6.229000000000001
6.4,4.807000000000002
5.1,6.084999999999999
4.1,4.672999999999999
7.3,6.503000000000001
5.6,6.3439999999999985
6.9,5.671000000000001
3.3,5.145
4.2,7.056999999999997
3.8,5.837000000000001
7.4,6.678000000000003
8.2,5.840000000000001
6.4,5.551000000000003
7.3,7.084000000000004
5.4,5.9090000000000025
6.3,6.243
6.9,6.2529999999999974
7.1,5.7029999999999985
6.6,5.9499999999999975
7.1,5.2330000000000005
4.4,5.612000000000003
3.3,5.843999999999998
6.1,5.449000000000001
5.3,5.676999999999998
5.1,5.005000000000002
6.1,6.049999999999998
6.1,6.2769999999999975
5.4,6.416
7.6,6.277
7.7,5.176
7.1,5.637000000000003
4.6,5.002949999999998
6.2,5.744
4.1,4.498000000000001
5.4,5.575999999999998
7.2,5.5920000000000005
6.3,5.4129999999999985
6.9,6.496999999999999
5.7,5.702000000000001
5.7,5.521000000000003
2.8,5.159000000000003
6.3,5.834999999999997
6.6,5.850999999999996
5.7,5.498000000000001
6.0,6.373999999999998
6.0,5.732000000000002
7.1,6.755999999999999
6.6,6.149000000000004
6.0,5.340000000000001
7.2,5.777999999999999
8.1,5.808999999999998
5.5,6.052
5.8,5.056000000000004
9.0,6.372000000000002
7.2,5.293000000000001
3.4,5.544
6.2,5.805
5.7,6.137999999999997
5.8,5.968
6.8,5.976000000000003
6.0,5.653000000000003
8.4,7.058000000000006
6.8,5.4239999999999995
6.6,4.399000000000004
8.0,6.393
6.7,4.9039999999999955
4.2,4.9869999999999965
5.6,6.924000000000001
6.3,6.250333333333333
2.5,5.864999999999998
5.9,6.320000000000002
5.8,6.195000000000002
3.2,5.329
4.2,6.353000000000003
6.9,5.882999999999999
2.5,4.754999999999998
6.8,5.357000000000004
7.5,6.029000000000001
3.2,4.80325
4.9,5.422000000000004
6.6,5.682999999999998
5.9,5.898000000000003
5.8,5.548000000000001
5.5,4.664000000000002
7.3,5.326000000000002
6.6,4.133000000000002
2.9,4.924999999999998
7.7,6.295000000000003
8.6,5.789000000000001
4.8,5.531999999999997
6.4,5.591999999999997
3.5,6.074000000000002
4.9,4.684000000000002
2.7,5.335
8.6,5.847999999999998
2.9,4.922999999999999
4.7,5.272999999999996
6.6,6.056000000000001
7.4,6.8720000000000026
6.2,6.412000000000002
7.0,5.757999999999998
5.0,4.922000000000001
8.0,5.387999999999997
6.6,6.157999999999999
4.5,5.7669999999999995
3.1,5.453
5.5,6.300999999999998
4.7,5.740999999999999
5.1,6.356000000000003
6.9,6.217999999999997
4.9,4.921000000000003
6.6,4.8
4.6,5.7450000000000045
5.1,5.722
6.4,5.699999999999999
6.6,4.572000000000002
7.2,6.629999999999999
6.5,6.301000000000008
8.1,7.488999999999997
6.9,6.654000000000001
7.0,5.356
1.9,5.950999999999999
7.6,5.959999999999999
3.7,6.258000000000001
7.8,7.099000000000001
5.4,4.586
5.6,6.596999999999998
5.5,5.747999999999998
6.1,5.753000000000006
5.9,5.342000000000002
6.5,5.7310000000000025
6.2,5.714999999999998
6.0,6.258000000000001
5.3,5.666000000000001
3.3,5.997000000000002
7.2,6.209999999999997
3.2,5.552999999999997
5.0,4.979
4.7,5.331999999999999
5.1,5.330000000000004
7.6,5.997999999999998
4.2,5.119000000000002
6.8,5.5569999999999995
7.0,6.45
2.0,5.534999999999999
6.5,5.421
7.6,6.0280000000000005
6.7,6.420000000000003
6.5,5.277000000000004
4.8,5.521
5.2,5.344000000000001
6.8,5.977
7.0,5.835999999999999
2.7,5.021
7.8,6.229999999999999
6.6,5.5630000000000015
6.3,4.839000000000001
3.1,5.572
6.8,6.756999999999998
7.0,5.935000000000001
6.5,6.499
6.3,5.9769999999999985
2.1,6.263
5.6,5.898
4.6,6.757
6.8,6.349000000000001
4.6,5.917999999999999
4.5,5.226000000000003
7.4,5.331999999999999
6.5,6.411000000000002
4.5,6.073000000000003
3.8,5.44
7.4,6.198999999999999
6.3,5.297999999999999
5.4,5.478
4.3,4.572999999999999
5.0,6.326999999999999
4.1,5.227000000000001
6.7,5.624000000000002
4.2,6.435
3.6,5.591
7.3,5.348000000000004
6.8,7.406000000000002
5.2,5.223000000000001
4.9,6.148999999999997
3.0,5.3469999999999995
5.3,6.794000000000003
7.6,6.781000000000005
4.2,6.180000000000002
6.0,6.053000000000002
5.7,5.997999999999998
6.9,7.638000000000002
6.0,5.6560000000000015
7.5,7.3130000000000015
5.4,5.027999999999999
8.0,6.967000000000004
7.7,6.634999999999996
6.7,5.565000000000001
5.3,6.980999999999999
5.4,6.331000000000001
7.5,6.517
4.3,5.697999999999997
6.5,4.909999999999998
6.3,6.078
6.2,5.021999999999998
6.0,5.9079999999999995
6.5,7.487000000000002
6.4,5.518000000000001
8.1,6.896000000000004
5.1,5.679000000000001
5.7,5.894000000000002
4.8,6.005999999999998
5.5,6.253999999999998
7.2,5.967
7.3,6.5230000000000015
5.5,6.271
7.6,5.933999999999997
5.5,5.862999999999999
7.0,6.5699999999999985
2.1,5.981999999999999
7.8,6.187
6.6,6.248999999999996
6.7,6.133000000000003
7.8,5.97
8.0,7.112999999999995
5.1,5.7920000000000025
3.7,5.948000000000002
6.1,5.768999999999997
6.7,6.439000000000001
6.2,5.441000000000002
4.9,5.156999999999997
4.0,5.200000000000001
5.0,6.395000000000002
7.5,6.205000000000002
6.0,6.278000000000002
8.1,6.4899999999999975
6.5,5.217
6.8,6.0950000000000015
5.9,4.759999999999999
6.8,6.8000000000000025
4.1,6.320999999999998
6.5,6.128000000000001
6.9,4.7410000000000005
5.8,5.980999999999999
6.5,4.750000000000002
5.5,5.875
7.1,6.444000000000002
2.6,5.412000000000003
4.8,5.532000000000003
6.6,4.925
7.9,6.215000000000004
5.4,5.085000000000001
5.1,6.491999999999999
5.7,6.2029999999999985
6.1,5.315999999999999
6.2,4.494999999999998
3.6,5.156999999999999
4.8,5.975999999999998
6.4,5.592000000000001
6.9,5.667999999999999
6.1,7.610000000000008
4.4,5.2730000000000015
6.7,5.7139999999999995
4.8,5.7280000000000015
6.5,6.279999999999998
4.6,5.934999999999999
6.7,6.395999999999999
4.0,5.4583
5.5,6.1999999999999975
6.2,5.902999999999999
4.6,5.429999999999996
7.2,6.369999999999999
5.0,5.003000000000001
5.8,5.543000000000002
6.8,5.184000000000002
7.8,5.966000000000003
5.0,4.780999999999999
5.8,6.123000000000001
7.1,6.064999999999999
4.4,6.1249999999999964
4.6,5.41
7.5,5.371999999999998
5.1,5.1819999999999995
6.9,6.04
5.6,5.18466666666667
7.1,6.75
6.6,4.831999999999999
5.0,4.912000000000003
5.7,6.3469999999999995
5.2,5.625000000000001
5.5,5.793999999999999
5.4,5.815000000000001
5.4,4.947999999999999
5.6,6.252000000000001
5.6,5.883000000000005
7.6,6.507
7.9,5.818000000000001
4.7,5.684999999999999
6.2,5.711000000000005
6.0,5.712000000000004
7.8,6.2669999999999995
5.7,5.716000000000003
6.9,6.227000000000004
7.1,5.818
7.6,6.453999999999997
5.5,6.3649999999999975
8.3,6.590000000000004
7.0,5.546000000000001
6.7,5.9079999999999995
5.7,5.4129999999999985
4.7,4.979000000000002
6.6,4.851999999999997
4.1,5.128999999999999
6.9,6.0230000000000015
5.1,4.879999999999999
6.6,6.0009999999999994
5.0,6.167999999999995
6.1,6.021000000000003
3.6,5.170999999999998
4.2,5.183500000000001
6.6,5.081000000000002
7.1,5.9559999999999995
6.2,6.790000000000004
8.2,6.361000000000001
5.1,5.4879999999999995
7.7,6.893999999999998
6.5,5.844000000000002
8.0,6.569000000000001
4.2,4.902000000000004
6.4,5.965
7.2,6.059000000000005
4.1,5.5880000000000045
3.4,6.4179999999999975
7.4,6.526
7.2,5.539
6.3,6.050999999999998
6.4,5.190000000000001
5.5,5.221999999999998
4.5,5.670000000000003
6.9,7.120000000000001
3.6,5.450000000000002
5.7,5.789000000000001
5.3,5.719000000000001
6.1,5.819000000000002
8.2,5.529000000000002
4.3,5.888999999999999
4.5,6.2730000000000015
4.4,6.322000000000003
3.4,4.245999999999998
6.7,5.944
3.3,4.857749999999999
4.6,5.097000000000003
4.1,4.996999999999997
6.0,5.6339999999999995
5.9,4.957000000000003
6.5,5.240000000000005
5.7,5.685999999999999
6.1,6.15
5.8,6.145999999999999
4.5,5.797000000000002
5.8,5.553999999999997
4.8,5.507
4.9,5.894999999999998
4.1,5.464000000000003
6.1,5.773
2.6,5.648000000000001
7.1,5.368
6.3,6.337999999999999
5.1,5.896000000000002
2.7,5.177999999999997
4.9,5.578000000000002
7.7,6.017000000000001
5.8,6.349
5.8,7.850999999999998
6.7,6.089000000000002
5.7,4.847000000000002
5.2,6.073000000000002
3.0,5.237000000000002
6.5,6.597000000000003
4.9,6.305999999999998
6.9,6.038000000000002
3.9,5.729000000000002
6.3,5.906000000000001
6.0,6.245
6.9,5.649000000000001
6.8,6.225000000000002
4.8,5.042999999999999
5.5,5.598
3.7,6.161999999999999
5.4,6.3
4.8,5.323999999999997
6.4,6.138000000000002
4.3,5.762000000000001
4.5,5.736999999999998
5.2,5.470000000000002
7.4,6.051000000000004
4.6,5.256999999999998
5.8,5.752999999999997
5.6,5.700999999999998
6.6,6.401000000000005
3.9,5.697
4.0,4.337999999999999
4.9,6.2029999999999985
7.3,6.304999999999998
4.2,5.356999999999997
6.9,6.0749999999999975
7.7,6.047000000000004
6.6,5.728999999999998
5.4,5.009
6.2,6.886999999999998
5.7,5.7799999999999985
7.4,6.532
6.2,6.309999999999999
8.1,5.468999999999999
6.4,6.25
4.9,6.031999999999998
5.9,5.811999999999996
5.2,6.178999999999997
4.8,4.770999999999998
4.2,6.266000000000002
5.0,6.0360000000000005
3.6,6.063999999999998
4.2,5.5009999999999994
7.8,5.663
6.6,6.538
4.0,5.745
6.5,6.166
6.8,6.361999999999998
6.4,5.2269999999999985
6.1,6.119999999999999
7.2,6.051999999999997
5.6,4.988
5.0,4.9579999999999975
5.7,5.872000000000001
6.5,5.493999999999996
5.1,5.291000000000001
6.6,5.645999999999998
6.5,6.2760000000000025
4.9,5.142999999999998
6.9,5.903000000000003
4.7,5.070000000000002
6.3,5.998000000000001
7.9,6.362999999999999
5.1,5.911000000000001
5.6,6.477000000000001
3.1,5.759000000000002
7.7,5.896000000000002
6.3,5.2879999999999985
5.9,6.285000000000007
5.6,5.722
7.6,6.302000000000003
5.3,5.097000000000001
7.2,6.2660000000000045
5.7,5.4990000000000006
5.7,6.200999999999999
8.6,5.940999999999999
6.3,6.3610000000000015
6.1,5.815999999999997
7.7,7.071000000000003
5.8,5.928
6.1,6.2090000000000005
4.9,5.827999999999999
4.1,5.446000000000003
4.9,5.01
4.8,6.573999999999996
3.4,5.419000000000002
5.0,5.2090000000000005
6.7,6.456
3.4,6.0329999999999995
5.7,5.092000000000002
4.0,5.115000000000003
6.3,6.141
6.9,6.777999999999997
6.4,4.880000000000001
5.3,5.746
6.4,6.4019999999999975
7.0,5.872999999999998
7.1,5.302999999999997
6.5,6.052
5.4,4.356
4.3,5.178
7.0,6.5619999999999985
5.2,5.341000000000001
8.2,6.2410000000000005
3.7,4.798999999999997
6.6,6.473000000000006
5.8,6.492000000000005
8.2,7.783000000000004
2.8,5.835000000000004
5.4,4.945999999999997
8.3,5.6549999999999985
5.7,4.375000000000001
6.6,6.382999999999998
7.3,6.846000000000004
5.2,6.093
6.8,5.452000000000001
6.8,6.500999999999998
6.4,5.449000000000001
5.8,5.278
4.0,6.899000000000001
5.9,5.4790000000000045
6.9,4.871999999999995
3.6,4.924
5.0,4.696000000000001
5.5,6.407000000000003
3.8,5.435000000000001
6.7,6.3969999999999985
5.1,4.908000000000001
6.7,6.054999999999999
6.3,4.8610000000000015
6.7,6.040000000000001
7.0,7.646
5.8,5.3
5.1,5.2490000000000006
6.1,5.5100000000000025
6.9,5.291000000000001
5.8,5.095999999999999
6.2,6.575
6.5,5.305999999999999
5.4,5.401999999999999
7.2,5.576999999999999
7.0,5.522
7.6,5.869000000000003
7.6,7.496
5.9,6.606999999999999
5.8,5.471
5.3,4.394
7.0,6.617000000000003
6.6,6.513000000000002
5.1,6.141999999999997
3.6,5.042000000000001
4.1,5.634000000000001
6.2,4.923999999999998
5.9,5.968999999999999
7.4,6.075
7.6,5.214000000000003
7.5,5.971
6.5,5.731999999999997
6.4,4.898999999999999
4.6,5.752000000000002
2.5,5.8505
5.4,5.6800000000000015
6.0,5.193999999999997
5.7,5.275
5.5,5.794999999999998
5.4,6.110999999999998
5.5,5.665000000000003
5.2,5.538000000000002
6.1,5.275000000000001
4.8,4.968999999999998
7.1,6.068999999999997
3.6,5.230999999999998
5.8,4.810000000000001
6.9,5.5819999999999945
3.4,5.237
4.7,5.081999999999999
